GeneID	expCompName	USD
163859	30100_30101	SS
164127	30100_30101	SS
168090	30100_30101	SS
168667	30100_30101	SS
284110	30100_30101	SS
285346	30100_30101	SS
319089	30100_30101	SS
342527	30100_30101	SS
344657	30100_30101	SS
387680	30100_30101	SS
388015	30100_30101	SS
389337	30100_30101	SS
390790	30100_30101	SS
401024	30100_30101	SS
404037	30100_30101	SS
404093	30100_30101	SS
729665	30100_30101	SS
4940	30100_30101	SS
9277	30100_30101	SS
57142	30100_30101	SS
4536	30100_30101	SS
4642	30100_30101	SS
6499	30100_30101	SS
8379	30100_30101	SS
9690	30100_30101	SS
9969	30100_30101	SS
10048	30100_30101	SS
22800	30100_30101	SS
22911	30100_30101	SS
23092	30100_30101	SS
27241	30100_30101	SS
29117	30100_30101	SS
54504	30100_30101	SS
54934	30100_30101	SS
55288	30100_30101	SS
55699	30100_30101	SS
55764	30100_30101	SS
56135	30100_30101	SS
64318	30100_30101	SS
64319	30100_30101	SS
79169	30100_30101	SS
84059	30100_30101	SS
84332	30100_30101	SS
84464	30100_30101	SS
138716	30100_30101	SS
166	30100_30101	SS
1755	30100_30101	SS
2905	30100_30101	SS
3667	30100_30101	SS
3785	30100_30101	SS
3953	30100_30101	SS
4291	30100_30101	SS
4353	30100_30101	SS
5531	30100_30101	SS
6456	30100_30101	SS
6993	30100_30101	SS
7035	30100_30101	SS
7593	30100_30101	SS
8601	30100_30101	SS
9321	30100_30101	SS
9640	30100_30101	SS
9658	30100_30101	SS
9915	30100_30101	SS
10044	30100_30101	SS
10566	30100_30101	SS
11123	30100_30101	SS
11188	30100_30101	SS
22908	30100_30101	SS
23001	30100_30101	SS
23005	30100_30101	SS
23007	30100_30101	SS
23302	30100_30101	SS
23309	30100_30101	SS
23358	30100_30101	SS
26273	30100_30101	SS
51301	30100_30101	SS
51397	30100_30101	SS
54467	30100_30101	SS
55119	30100_30101	SS
55741	30100_30101	SS
55750	30100_30101	SS
56675	30100_30101	SS
56975	30100_30101	SS
57181	30100_30101	SS
57214	30100_30101	SS
57617	30100_30101	SS
57683	30100_30101	SS
60625	30100_30101	SS
64981	30100_30101	SS
65980	30100_30101	SS
79747	30100_30101	SS
80125	30100_30101	SS
80725	30100_30101	SS
84717	30100_30101	SS
85366	30100_30101	SS
85478	30100_30101	SS
90288	30100_30101	SS
90362	30100_30101	SS
94025	30100_30101	SS
116448	30100_30101	SS
124995	30100_30101	SS
126328	30100_30101	SS
140462	30100_30101	SS
143501	30100_30101	SS
153745	30100_30101	SS
205717	30100_30101	SS
221443	30100_30101	SS
254102	30100_30101	SS
255738	30100_30101	SS
283234	30100_30101	SS
333929	30100_30101	SS
646892	30100_30101	SS
5075	30100_30101	SS
5083	30100_30101	SS
11031	30100_30101	SS
51622	30100_30101	SS
57403	30100_30101	SS
79937	30100_30101	SS
90231	30100_30101	SS
221960	30100_30101	SS
728577	30100_30101	SS
1387	30100_30101	SS
2935	30100_30101	SS
23708	30100_30101	SS
80328	30100_30101	SS
353091	30100_30101	SS
389730	30100_30101	SS
727830	30100_30101	SS
